,resultId,raceId,driverId,constructorId,number_x,grid,position,positionText,positionOrder,points,laps,time_x,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,driverRef,number_y,code,forename,surname,dob,nationality,url_x,year,round,circuitId,name,date,time_y,url_y,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time
859,20552,346,4,6,8,3,14,14,14,0.0,52,+1:02.385,5140585,52,1,1:30.874,233.373,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
860,20555,346,5,205,19,18,17,17,17,0.0,51,\N,\N,48,18,1:36.251,220.336,11,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
861,20554,346,15,205,18,21,16,16,16,0.0,51,\N,\N,44,20,1:36.519,219.724,11,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
862,20539,346,17,9,6,2,1,1,1,25.0,52,1:24:38.200,5078200,45,4,1:32.364,229.608,1,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
863,20542,346,18,1,1,14,4,4,4,12.0,52,+21.986,5100186,52,9,1:33.003,228.031,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
864,20543,346,22,3,9,8,5,5,5,10.0,52,+31.456,5109656,50,11,1:33.615,226.540,1,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
865,20553,346,13,6,7,7,15,15,15,0.0,52,+1:07.489,5145689,52,2,1:31.646,231.407,1,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
866,20556,346,10,166,24,19,18,18,18,0.0,50,\N,\N,49,19,1:36.415,219.961,12,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
867,20546,346,16,10,14,11,8,8,8,4.0,52,+40.932,5119132,42,16,1:34.337,224.806,1,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
868,20545,346,20,9,5,1,7,7,7,6.0,52,+36.734,5114934,52,3,1:31.967,230.600,1,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
869,20549,346,24,10,15,20,11,11,11,0.0,52,+42.459,5120659,51,14,1:34.018,225.569,1,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
870,20558,346,29,164,21,24,20,20,20,0.0,50,\N,\N,50,22,1:38.309,215.723,12,yamamoto,\N,YAM,Sakon,Yamamoto,1982-07-09,Japanese,http://en.wikipedia.org/wiki/Sakon_Yamamoto,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
871,20547,346,30,131,3,10,9,9,9,2.0,52,+41.599,5119799,47,15,1:34.171,225.203,1,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
872,20550,346,67,5,16,16,12,12,12,0.0,52,+47.627,5125827,52,8,1:32.980,228.087,1,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
873,20544,346,155,15,23,12,6,6,6,8.0,52,+32.171,5110371,52,10,1:33.558,226.678,1,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
874,20548,346,807,3,10,13,10,10,10,1.0,52,+42.012,5120212,48,13,1:33.989,225.639,1,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
875,20557,346,812,164,20,23,19,19,19,0.0,50,\N,\N,40,23,1:38.798,214.656,12,chandhok,\N,CHA,Karun,Chandhok,1984-01-19,Indian,http://en.wikipedia.org/wiki/Karun_Chandhok,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
876,20551,346,808,4,12,15,13,13,13,0.0,52,+59.374,5137574,52,5,1:32.484,229.311,1,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,2010,10,9,British Grand Prix,2010-07-11,12:00:00,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
877,20566,347,1,1,2,6,4,4,4,12.0,67,+26.896,5285760,65,5,1:16.503,215.238,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
878,20570,347,3,131,4,9,8,8,8,4.0,66,\N,\N,66,8,1:16.609,214.940,11,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
879,20563,347,4,6,8,2,1,1,1,25.0,67,1:27:38.864,5258864,66,2,1:15.880,217.005,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
880,20569,347,9,4,11,7,7,7,7,6.0,66,\N,\N,62,16,1:17.166,213.389,11,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
881,20568,347,17,9,6,4,6,6,6,8.0,67,+43.606,5302470,57,9,1:16.678,214.747,1,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
882,20567,347,18,1,1,5,5,5,5,10.0,67,+29.482,5288346,65,4,1:16.451,215.385,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
883,20574,347,22,3,9,8,12,12,12,0.0,66,\N,\N,63,13,1:17.029,213.768,11,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
884,20564,347,13,6,7,3,2,2,2,18.0,67,+4.196,5263060,66,3,1:16.097,216.386,1,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
885,20580,347,10,166,24,23,18,18,18,0.0,64,\N,\N,62,18,1:18.211,210.538,13,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
886,20579,347,16,10,14,19,17,17,17,0.0,65,\N,\N,65,10,1:16.687,214.722,12,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
887,20565,347,20,9,5,1,3,3,3,15.0,67,+5.121,5263985,67,1,1:15.824,217.166,1,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
888,20578,347,24,10,15,21,16,16,16,0.0,65,\N,\N,64,7,1:16.596,214.977,12,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
889,20571,347,30,131,3,11,9,9,9,2.0,66,\N,\N,66,14,1:17.088,213.605,11,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
890,20576,347,37,15,22,14,14,14,14,0.0,66,\N,\N,61,6,1:16.527,215.171,11,rosa,\N,DLR,Pedro,de la Rosa,1971-02-24,Spanish,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
891,20577,347,153,5,17,15,15,15,15,0.0,66,\N,\N,66,12,1:16.971,213.929,11,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
892,20573,347,155,15,23,12,11,11,11,0.0,66,\N,\N,63,15,1:17.100,213.571,11,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
893,20575,347,807,3,10,10,13,13,13,0.0,66,\N,\N,61,11,1:16.836,214.305,11,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
894,20572,347,808,4,12,13,10,10,10,1.0,66,\N,\N,62,17,1:17.198,213.300,11,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,2010,11,10,German Grand Prix,2010-07-25,12:00:00,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
895,20611,349,1,1,2,2,1,1,1,25.0,44,1:29:04.268,5344268,32,1,1:49.069,231.178,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
896,20616,349,3,131,4,14,6,6,6,8.0,44,+12.359,5356627,31,10,1:51.688,225.757,1,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
897,20626,349,5,205,19,13,16,16,16,0.0,43,\N,\N,23,22,1:55.797,217.746,11,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
898,20613,349,9,4,11,3,3,3,3,15.0,44,+3.493,5347761,29,3,1:49.807,229.624,1,kubica,88,KUB,Robert,Kubica,1984-12-07,Polish,http://en.wikipedia.org/wiki/Robert_Kubica,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
899,20629,349,15,205,18,15,19,19,19,0.0,43,\N,\N,24,18,1:55.103,219.059,11,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
900,20612,349,17,9,6,1,2,2,2,18.0,44,+1.571,5345839,32,2,1:49.395,230.489,1,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
901,20614,349,13,6,7,6,4,4,4,12.0,44,+8.264,5352532,26,4,1:50.111,228.990,1,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
902,20628,349,10,166,24,20,18,18,18,0.0,43,\N,\N,31,19,1:55.268,218.745,11,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
903,20615,349,16,10,14,8,5,5,5,10.0,44,+9.094,5353362,25,5,1:50.477,228.232,1,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
904,20625,349,20,9,5,4,15,15,15,0.0,43,\N,\N,22,6,1:50.868,227.427,11,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
905,20620,349,24,10,15,12,10,10,10,1.0,44,+34.831,5379099,31,14,1:52.267,224.593,1,liuzzi,\N,LIU,Vitantonio,Liuzzi,1980-08-06,Italian,http://en.wikipedia.org/wiki/Vitantonio_Liuzzi,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
906,20630,349,29,164,20,19,20,20,20,0.0,42,\N,\N,31,20,1:55.484,218.336,12,yamamoto,\N,YAM,Sakon,Yamamoto,1982-07-09,Japanese,http://en.wikipedia.org/wiki/Sakon_Yamamoto,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
907,20617,349,30,131,3,21,7,7,7,6.0,44,+15.548,5359816,32,13,1:51.914,225.301,1,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
908,20621,349,37,15,22,24,11,11,11,0.0,44,+36.019,5380287,31,15,1:52.537,224.054,1,rosa,\N,DLR,Pedro,de la Rosa,1971-02-24,Spanish,http://en.wikipedia.org/wiki/Pedro_de_la_Rosa,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
909,20622,349,67,5,16,16,12,12,12,0.0,44,+39.895,5384163,30,17,1:52.966,223.203,1,buemi,\N,BUE,Sébastien,Buemi,1988-10-31,Swiss,http://en.wikipedia.org/wiki/S%C3%A9bastien_Buemi,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
910,20623,349,153,5,17,11,13,13,13,0.0,44,+49.457,5393725,31,9,1:51.576,225.984,1,alguersuari,\N,ALG,Jaime,Alguersuari,1990-03-23,Spanish,http://en.wikipedia.org/wiki/Jaime_Alguersuari,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
911,20618,349,155,15,23,17,8,8,8,4.0,44,+16.678,5360946,29,11,1:51.749,225.634,1,kobayashi,10,KOB,Kamui,Kobayashi,1986-09-13,Japanese,http://en.wikipedia.org/wiki/Kamui_Kobayashi,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
912,20624,349,807,3,10,9,14,14,14,0.0,43,\N,\N,28,12,1:51.864,225.402,11,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
913,20627,349,810,166,25,22,17,17,17,0.0,43,\N,\N,25,21,1:55.705,217.919,11,grassi,\N,DIG,Lucas,di Grassi,1984-08-11,Brazilian,http://en.wikipedia.org/wiki/Lucas_di_Grassi,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
914,20619,349,808,4,12,23,9,9,9,2.0,44,+23.851,5368119,32,7,1:51.175,226.799,1,petrov,\N,PET,Vitaly,Petrov,1984-09-08,Russian,http://en.wikipedia.org/wiki/Vitaly_Petrov,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
915,20687,352,1,1,2,8,5,5,5,10.0,53,+39.595,5466918,35,9,1:35.182,219.633,1,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
916,20690,352,2,15,22,11,8,8,8,4.0,53,+1:09.648,5496971,52,10,1:35.521,218.854,1,heidfeld,\N,HEI,Nick,Heidfeld,1977-05-10,German,http://en.wikipedia.org/wiki/Nick_Heidfeld,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
917,20685,352,4,6,8,4,3,3,3,15.0,53,+2.721,5430044,53,4,1:33.823,222.815,1,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
918,20694,352,5,205,19,20,12,12,12,0.0,52,\N,\N,51,14,1:37.620,214.148,11,kovalainen,\N,KOV,Heikki,Kovalainen,1981-10-19,Finnish,http://en.wikipedia.org/wiki/Heikki_Kovalainen,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
919,20695,352,15,205,18,19,13,13,13,0.0,51,\N,\N,28,15,1:39.710,209.660,12,trulli,\N,TRU,Jarno,Trulli,1974-07-13,Italian,http://en.wikipedia.org/wiki/Jarno_Trulli,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
920,20684,352,17,9,6,2,2,2,2,18.0,53,+0.905,5428228,53,1,1:33.474,223.647,1,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
921,20686,352,18,1,1,5,4,4,4,12.0,53,+13.522,5440845,53,2,1:33.529,223.515,1,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
922,20691,352,22,3,9,7,9,9,9,2.0,53,+1:10.846,5498169,53,11,1:35.597,218.680,1,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
923,20696,352,10,166,24,22,14,14,14,0.0,51,\N,\N,51,17,1:39.813,209.443,12,glock,\N,GLO,Timo,Glock,1982-03-18,German,http://en.wikipedia.org/wiki/Timo_Glock,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
924,20683,352,20,9,5,1,1,1,1,25.0,53,1:30:27.323,5427323,51,3,1:33.653,223.219,1,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
925,20698,352,29,164,20,24,16,16,16,0.0,50,\N,\N,33,16,1:39.806,209.458,13,yamamoto,\N,YAM,Sakon,Yamamoto,1982-07-09,Japanese,http://en.wikipedia.org/wiki/Sakon_Yamamoto,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
926,20688,352,30,131,3,10,6,6,6,8.0,53,+59.933,5487256,52,7,1:34.853,220.395,1,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
